unit,inner_phone,category,name,outer_phone,fax
"לשכת יו""ר הוועד המנהל",036406124,הנהלה,"לשכת יו""ר הוועד המנהל",6410210,036409720
לשכת הנשיא,036408348,הנהלה,לשכת הנשיא,6423841,6422379
רשות המחקר,,מינהל אקדמי,רשות המחקר,,
רשות המחקר,036408774,מינהל אקדמי,מנהל רשות המחקר,6410251,036409697
רשות המחקר,036408774,מינהל אקדמי,מזכירות- רשות המחקר,6410251,036409697
רשות המחקר,036408775,מינהל אקדמי,מדור בקשות וחוזים,,036409697
רשות המחקר,036408776,מינהל אקדמי,תפעול מחקרים,,036409697
רשות המחקר,036408897,מינהל אקדמי,דווח כספי,,
רשות המחקר,036406244,מינהל אקדמי,קרנות פנים,,
רשות המחקר,036406245,מינהל אקדמי,מתאם מערכות מידע,,
רשות המחקר,036406081,מינהל אקדמי,מדור מידע,,036406747
רשות המחקר,036406240,מינהל אקדמי,מדור אירופה,,036405598
משרד המזכירות האקדמית,036408770,מינהל אקדמי,משרד המזכיר האקדמי,,036408875
משרד המזכירות האקדמית,036408873,מינהל אקדמי,מדור  הסגל האקדמי,,036405649
משרד המזכירות האקדמית,036408602,מינהל אקדמי,מדור הסגל האקדמי ,,036405283
משרד המזכירות האקדמית,036409673,מינהל אקדמי,מדור סנט וועדותיו,,036408778
משרד המזכירות האקדמית,036408161,מינהל אקדמי,מדור תלמידי מחקר,,6416226
משרד המזכירות האקדמית,036409670,מינהל אקדמי,מדור קרנות ומילגות,,036405332
משרד המזכירות האקדמית,036406758,מינהל אקדמי,קובל בענייני משמעת סטודנטים,,
משרד המזכירות האקדמית,036409989,מינהל אקדמי,משרד קליטת עליה,,036409265
המרכז לקידום ההוראה,036406651,יחידות אקדמיות,המרכז לקידום ההוראה ,,036406650
המרכז לקידום ההוראה,036406648,יחידות אקדמיות,סדנאות למרצים ,,
"הפקולטה לאמנויות ע""ש יולנדה ודוד כץ",036408412,יחידות אקדמיות,לשכת דקאן,03-6408412,036409482
"הפקולטה לאמנויות ע""ש יולנדה ודוד כץ",036408673,יחידות אקדמיות,ראש מנהל הפקולטה,,036407474
"הפקולטה לאמנויות ע""ש יולנדה ודוד כץ",036405192,יחידות אקדמיות,"ע/ רמ""ה לתלמידים",,036406499
"הפקולטה לאמנויות ע""ש יולנדה ודוד כץ",036408415,יחידות אקדמיות,"ביה""ס למוזיקה ע""ש בוכמן מהטה",6423420,036409174
"הפקולטה לאמנויות ע""ש יולנדה ודוד כץ",036407047,יחידות אקדמיות,רכז אירועים,,036405463
"הפקולטה לאמנויות ע""ש יולנדה ודוד כץ",036409505,יחידות אקדמיות,ארכיון למוזיקולוגיה,,036407358
"הפקולטה לאמנויות ע""ש יולנדה ודוד כץ",036405553,יחידות אקדמיות,"ביה""ס לאדריכלות ע""ש דוד עזריאלי",,036407780
"הפקולטה לאמנויות ע""ש יולנדה ודוד כץ",036408860,יחידות אקדמיות,"הגלריה האוניברסיטאית לאמנות ע""ש גניה שרייבר",,036409020
"הפקולטה לאמנויות ע""ש יולנדה ודוד כץ",036408612,יחידות אקדמיות,החוג לאמנות התאטרון,,036406964
"הפקולטה לאמנויות ע""ש יולנדה ודוד כץ",036408299,יחידות אקדמיות,הפקות החוג לתאטרון,6424054,036407479
"הפקולטה לאמנויות ע""ש יולנדה ודוד כץ",036408304,יחידות אקדמיות,ארכיון הישראלי לתאטרון,,036409970
"הפקולטה לאמנויות ע""ש יולנדה ודוד כץ",036408403,יחידות אקדמיות,החוג לקולנוע וטלוויזיה,03-6409483,036406096
"הפקולטה לאמנויות ע""ש יולנדה ודוד כץ",036408527,יחידות אקדמיות,מחסן קולנוע וטלוויזיה,,036406096
"הפקולטה לאמנויות ע""ש יולנדה ודוד כץ",036409008,יחידות אקדמיות,הפקות קולנוע וטלוויזיה,,036406096
"הפקולטה לאמנויות ע""ש יולנדה ודוד כץ",036406562,יחידות אקדמיות,אולפני קולנוע וטלוויזיה,,036406096
"הפקולטה לאמנויות ע""ש יולנדה ודוד כץ",036408482,יחידות אקדמיות,החוג לתולדות האמנות,,036409482
"הפקולטה לאמנויות ע""ש יולנדה ודוד כץ",036408889,יחידות אקדמיות,ארכיון שקופיות,,036409482
"הפקולטה לאמנויות ע""ש יולנדה ודוד כץ",036409004,יחידות אקדמיות,התכנית הרב תחומית באמנויות,,036408349
"הפקולטה לאמנויות ע""ש יולנדה ודוד כץ",036407230,יחידות אקדמיות,התכנית הבינתחומית לתואר שני והתכנית להבעה ויצירה,,036408349
"הפקולטה לאמנויות ע""ש יולנדה ודוד כץ",036408266,יחידות אקדמיות,מזכירות מורים,,036409482
"הפקולטה לאמנויות ע""ש יולנדה ודוד כץ",036409006,יחידות אקדמיות,מזכירות סטודנטים,,036406499
"הפקולטה לאמנויות ע""ש יולנדה ודוד כץ",036405192,יחידות אקדמיות,מזכירות תואר שני ושלישי,,036406499
"הפקולטה לאמנויות ע""ש יולנדה ודוד כץ",036409487,יחידות אקדמיות,רכז השתלמויות ופרוייקטים,6412450,036406371
"הפקולטה לאמנויות ע""ש יולנדה ודוד כץ",036407021,יחידות אקדמיות,מעבדת מחשבים,,036409482
"הפקולטה לאמנויות ע""ש יולנדה ודוד כץ",036408406,יחידות אקדמיות,משרד אב הבית,,036408456
"הפקולטה לאמנויות ע""ש יולנדה ודוד כץ",036406734,יחידות אקדמיות,בית ציפר לתיעוד וחקר האמנות הפלאסטית בישראל,,036406723
"בית הספר לחינוך  ע""ש חיים וזואן קונסטנטינר",036408843,יחידות אקדמיות,לשכת ראש בית הספר,6421306,036409477
"בית הספר לחינוך  ע""ש חיים וזואן קונסטנטינר",036408843,יחידות אקדמיות,ראש מינהל בית הספר  ,,036409477
"בית הספר לחינוך  ע""ש חיים וזואן קונסטנטינר",036408843,יחידות אקדמיות,"מזכירות ביה""ס",,036409477
"בית הספר לחינוך  ע""ש חיים וזואן קונסטנטינר",036408468,יחידות אקדמיות,מזכירות כח-אדם,,036405202
"בית הספר לחינוך  ע""ש חיים וזואן קונסטנטינר",036405495,יחידות אקדמיות,מרכזת מזכירות תלמידים,,036406463
"בית הספר לחינוך  ע""ש חיים וזואן קונסטנטינר",036408459,יחידות אקדמיות,מזכירות סטודנטים תואר ראשון,,036406463
"בית הספר לחינוך  ע""ש חיים וזואן קונסטנטינר",036406148,יחידות אקדמיות,מזכירות סטודנטים תואר שני  בחוג לחינוך מיוחד ולייעוץ חינוכי,,036406463
"בית הספר לחינוך  ע""ש חיים וזואן קונסטנטינר",036406148,יחידות אקדמיות,מזכירות סטודנטים תואר שני בחוג לחינוך מתמטי מדעי וטכנולוגי,,036406463
"בית הספר לחינוך  ע""ש חיים וזואן קונסטנטינר",036405497,יחידות אקדמיות,מזכירות סטודנטים תואר שני בחוג למדיניות ומינהל בחינוך,,036406463
"בית הספר לחינוך  ע""ש חיים וזואן קונסטנטינר",036409480,יחידות אקדמיות,מזכירות סטודנטים תואר שני בחוג לתכנון לימודים והוראה,,036406463
"בית הספר לחינוך  ע""ש חיים וזואן קונסטנטינר",036409480,יחידות אקדמיות,מזכירת תלמידי מחקר,,036406463
"בית הספר לחינוך  ע""ש חיים וזואן קונסטנטינר",036408460,יחידות אקדמיות,מזכירות סטודנטים תעודת הוראה,,036406463
"בית הספר לחינוך  ע""ש חיים וזואן קונסטנטינר",036408472,יחידות אקדמיות,החוג לחינוך מיוחד ולייעוץ חינוכי,,036406294
"בית הספר לחינוך  ע""ש חיים וזואן קונסטנטינר",036407978,יחידות אקדמיות,החוג למדיניות ומינהל בחינוך,,036406011
"בית הספר לחינוך  ע""ש חיים וזואן קונסטנטינר",036408486,יחידות אקדמיות,"החוג לחינוך מתמטי , מדעי וטכנולוגי",,036405068
"בית הספר לחינוך  ע""ש חיים וזואן קונסטנטינר",036406045,יחידות אקדמיות,החוג לתכנון לימודים והוראה,,036405067
"בית הספר לחינוך  ע""ש חיים וזואן קונסטנטינר",036408469,יחידות אקדמיות,היחידה לנוער שוחר מדע,6423380,036408184
"בית הספר לחינוך  ע""ש חיים וזואן קונסטנטינר",036408466,יחידות אקדמיות,המרכז האוניברסיטאי לפיתוח סגל בחינוך ,6410195,036408157
"בית הספר לחינוך  ע""ש חיים וזואן קונסטנטינר",036408461,יחידות אקדמיות,המרכז לקידום החינוך המדעי טכנולוגי.,6422339,036407752
"בית הספר לחינוך  ע""ש חיים וזואן קונסטנטינר",036407228,יחידות אקדמיות,מרכז קלמן לחינוך יהודי,6412731,036408414
"בית הספר לחינוך  ע""ש חיים וזואן קונסטנטינר",036408485,יחידות אקדמיות,היחידה לסוציולוגיה של החינוך והקהילה,,036409477
"בית הספר לחינוך  ע""ש חיים וזואן קונסטנטינר",036406267,יחידות אקדמיות,"מועדון המוסמכים של ביה""ס לחינוך",,036406463
"בית הספר לחינוך  ע""ש חיים וזואן קונסטנטינר",036406035,יחידות אקדמיות,למידה אקדמית ברשת ,,036405526
"בית הספר לחינוך  ע""ש חיים וזואן קונסטנטינר",036408855,יחידות אקדמיות,יחידת עיבוד תמלילים,,
"בית הספר לחינוך  ע""ש חיים וזואן קונסטנטינר",036408464,יחידות אקדמיות,ארכיון לחינוך יהודי בארץ ובתפוצות,,036405079
"בית הספר לחינוך  ע""ש חיים וזואן קונסטנטינר",036408677,יחידות אקדמיות,מנהל הבית,,
"בית הספר לחינוך  ע""ש חיים וזואן קונסטנטינר",036407055,יחידות אקדמיות,ספריית חינוך,,036406509
"בית הספר לחינוך  ע""ש חיים וזואן קונסטנטינר",036407122,יחידות אקדמיות,יחידת הטכנולוגיה,,
"בית הספר לחינוך  ע""ש חיים וזואן קונסטנטינר",036408926,יחידות אקדמיות,יחידת השכפול,,
"בית הספר לחינוך  ע""ש חיים וזואן קונסטנטינר",036407894,יחידות אקדמיות,יחידת המחשב,,036405738
"בית הספר לחינוך  ע""ש חיים וזואן קונסטנטינר",036405494,יחידות אקדמיות,מזכירת משק ומינהל ,,036407101
"בית הספר לחינוך  ע""ש חיים וזואן קונסטנטינר",036408178,יחידות אקדמיות,תקציבים,,036407808
"הפקולטה למדעי הרוח ע""ש לסטר וסאלי אנטין",036409788,יחידות אקדמיות,לשכת דקאן,6415286,036407839
"הפקולטה למדעי הרוח ע""ש לסטר וסאלי אנטין",036409491,יחידות אקדמיות,ראש מנהל פקולטה,6424992,036409457
"הפקולטה למדעי הרוח ע""ש לסטר וסאלי אנטין",036409998,יחידות אקדמיות,עוזר ראש מנהל הפקולטה לענייני הוראה,,036409457
"הפקולטה למדעי הרוח ע""ש לסטר וסאלי אנטין",036409455,יחידות אקדמיות,עוזר ראש מנהל הפקולטה לענייני כח אדם ומשק,,036409457
"הפקולטה למדעי הרוח ע""ש לסטר וסאלי אנטין",036409925,יחידות אקדמיות,עוזר ראש מנהל הפקולטה לתקציבים,,036409457
"הפקולטה למדעי הרוח ע""ש לסטר וסאלי אנטין",036409780,יחידות אקדמיות,מזכירות סטודנטים ובחינות,,036406584
"הפקולטה למדעי הרוח ע""ש לסטר וסאלי אנטין",036409996,יחידות אקדמיות,מזכירת ועדת הוראה ולימודים,,036409684
"הפקולטה למדעי הרוח ע""ש לסטר וסאלי אנטין",036409288,יחידות אקדמיות,מזכירות סגל בכיר וועדות מינויים,,036407839
"הפקולטה למדעי הרוח ע""ש לסטר וסאלי אנטין",036409324,יחידות אקדמיות,מזכירות סגל זוטר ומלגות,,036407839
"הפקולטה למדעי הרוח ע""ש לסטר וסאלי אנטין",036409927,יחידות אקדמיות,צוות מערכות מחשב,,036405576
"הפקולטה למדעי הרוח ע""ש לסטר וסאלי אנטין",036407608,יחידות אקדמיות,כיתות מחשב במדעי  הרוח- בניין גילמן,,
"הפקולטה למדעי הרוח ע""ש לסטר וסאלי אנטין",036405197,יחידות אקדמיות,כיתת מחשב במדעי הרוח- בניין ווב,,
"הפקולטה למדעי הרוח ע""ש לסטר וסאלי אנטין",036409789,יחידות אקדמיות, חדרים ומערכת שעות,,036409457
"הפקולטה למדעי הרוח ע""ש לסטר וסאלי אנטין",036409789,יחידות אקדמיות,לומדים בגילמן,,036409457
"הפקולטה למדעי הרוח ע""ש לסטר וסאלי אנטין",036406145,יחידות אקדמיות,יחידת קרנות מחקר,,036409457
"הפקולטה למדעי הרוח ע""ש לסטר וסאלי אנטין",036408351,יחידות אקדמיות,יחידת צילום ושכפול,,
"הפקולטה למדעי הרוח ע""ש לסטר וסאלי אנטין",036409625,יחידות אקדמיות,"ביה""ס להיסטוריה",,036409469
"הפקולטה למדעי הרוח ע""ש לסטר וסאלי אנטין",036409275,יחידות אקדמיות,"ביה""ס למדעי היהדות ע""ש חיים רוזנברג",,036407031
"הפקולטה למדעי הרוח ע""ש לסטר וסאלי אנטין",036409325,יחידות אקדמיות,"ביה""ס למדעי התרבות ע""ש שירלי  ולסלי פורטר",,036407909
"הפקולטה למדעי הרוח ע""ש לסטר וסאלי אנטין",036409460,יחידות אקדמיות,תוכנית מחקר התרבות,,036407909
"הפקולטה למדעי הרוח ע""ש לסטר וסאלי אנטין",036409325,יחידות אקדמיות,תכנית הלימודים הקוגנטיביים של השפה ושימושיה,,036407909
"הפקולטה למדעי הרוח ע""ש לסטר וסאלי אנטין",036409995,יחידות אקדמיות,מחקר תרבות הילד והנוער,,036407247
"הפקולטה למדעי הרוח ע""ש לסטר וסאלי אנטין",036407804,יחידות אקדמיות,לימודי תעודה בתרגום ובעריכת תרגום,,
"הפקולטה למדעי הרוח ע""ש לסטר וסאלי אנטין",036405627,יחידות אקדמיות,"ביה""ס לפילוסופיה",,036405628
"הפקולטה למדעי הרוח ע""ש לסטר וסאלי אנטין",036409683,יחידות אקדמיות,החוג לאנגלית,,036407312
"הפקולטה למדעי הרוח ע""ש לסטר וסאלי אנטין",036409703,יחידות אקדמיות,החוג לארכיאולוגיה ותרבויות המזרח הקדום,,036407237
"הפקולטה למדעי הרוח ע""ש לסטר וסאלי אנטין",036409685,יחידות אקדמיות,החוג לבלשנות,,036405109
"הפקולטה למדעי הרוח ע""ש לסטר וסאלי אנטין",036409896,יחידות אקדמיות,החוג לגיאוגרפיה וסביבת האדם,6423619,036406243
"הפקולטה למדעי הרוח ע""ש לסטר וסאלי אנטין",036409785,יחידות אקדמיות,החוג להיסטוריה כללית,,036406229
"הפקולטה למדעי הרוח ע""ש לסטר וסאלי אנטין",036409450,יחידות אקדמיות,החוג להיסטוריה של המזרח התיכון ואפריקה,,036406934
"הפקולטה למדעי הרוח ע""ש לסטר וסאלי אנטין",036409277,יחידות אקדמיות,החוג להיסטוריה של עם ישראל,,036405542
"הפקולטה למדעי הרוח ע""ש לסטר וסאלי אנטין",036407836,יחידות אקדמיות,החוג ללימודי מזרח אסיה,,036406712
"הפקולטה למדעי הרוח ע""ש לסטר וסאלי אנטין",036409723,יחידות אקדמיות,החוג ללימודי הערבית והאסלאם,,036405109
"הפקולטה למדעי הרוח ע""ש לסטר וסאלי אנטין",036403787,יחידות אקדמיות,החוג ללימודי התרבות העברית,,036407367
"הפקולטה למדעי הרוח ע""ש לסטר וסאלי אנטין",036409787,יחידות אקדמיות,לימודי תעודה בעריכה לשונית,,
"הפקולטה למדעי הרוח ע""ש לסטר וסאלי אנטין",036409779,יחידות אקדמיות,החוג ללימודים קלאסיים,,036409457
"הפקולטה למדעי הרוח ע""ש לסטר וסאלי אנטין",036409502,יחידות אקדמיות,החוג לספרות ,,036405305
"הפקולטה למדעי הרוח ע""ש לסטר וסאלי אנטין",036409492,יחידות אקדמיות,החוג לפילוסופיה,,036407630
"הפקולטה למדעי הרוח ע""ש לסטר וסאלי אנטין",036409287,יחידות אקדמיות,החוג לצרפתית,,036406252
"הפקולטה למדעי הרוח ע""ש לסטר וסאלי אנטין",036409072,יחידות אקדמיות,התכנית הרב-תחומית,,036406904
"הפקולטה למדעי הרוח ע""ש לסטר וסאלי אנטין",036405936,יחידות אקדמיות,התכנית ללימודי נשים ומגדר בסיוע NCJW,,036405937
"הפקולטה למדעי הרוח ע""ש לסטר וסאלי אנטין",036409417,יחידות אקדמיות,"מכון לארכיאולוגיה ע""ש סוניה ומרקו נדלר",,036407273
"הפקולטה למדעי הרוח ע""ש לסטר וסאלי אנטין",036409731,יחידות אקדמיות,מכון מינרבה להיסטוריה גרמנית,,036409464
"הפקולטה למדעי הרוח ע""ש לסטר וסאלי אנטין",036409680,יחידות אקדמיות,"מכון לחקר הציונות וישראל ע""ש חיים וייצמן",,036409468
"הפקולטה למדעי הרוח ע""ש לסטר וסאלי אנטין",036409608,יחידות אקדמיות,"מכון  לחקר רוסיה ומזרח אירופה  ע""ש קמינגס",,036409721
"הפקולטה למדעי הרוח ע""ש לסטר וסאלי אנטין",036409100,יחידות אקדמיות,מרכז משה דיין ללימודי מזרח התיכון ואפריקה,,6415802
"הפקולטה למדעי הרוח ע""ש לסטר וסאלי אנטין",036409584,יחידות אקדמיות,מרכז המידע במרכז משה דיין,,6415802
"הפקולטה למדעי הרוח ע""ש לסטר וסאלי אנטין",036409924,יחידות אקדמיות,ארכיון עיתונות במרכז משה דיין,,6415802
"הפקולטה למדעי הרוח ע""ש לסטר וסאלי אנטין",036406052,יחידות אקדמיות,התכנית לחקר הפוליטיקה הערבית בישראל,,036406046
"הפקולטה למדעי הרוח ע""ש לסטר וסאלי אנטין",036409799,יחידות אקדמיות,"המרכז לחקר התפוצות ע""ש  גולדשטיין – גורן",,036407287
"הפקולטה למדעי הרוח ע""ש לסטר וסאלי אנטין",036409171,יחידות אקדמיות,המכון לחקר תולדות יהדות פולין ויחסי ישראל-פולין,,036407287
"הפקולטה למדעי הרוח ע""ש לסטר וסאלי אנטין",036409420,יחידות אקדמיות,"מכון לפואטיקה וסמיוטיקה ע""ש פורטר",,036408980
"הפקולטה למדעי הרוח ע""ש לסטר וסאלי אנטין",036409326,יחידות אקדמיות,מכון אוה ומרק ביסן לחקר תודעה הסטורית,,6411207
"הפקולטה למדעי הרוח ע""ש לסטר וסאלי אנטין",036409198,יחידות אקדמיות,"מכון ע""ש כהן להיסטוריה ולפילוסופיה של המדעים והרעיונות",,036409463
"הפקולטה למדעי הרוח ע""ש לסטר וסאלי אנטין",036407805,יחידות אקדמיות,"המכון ללשון ,  לספרות ולתרבות היידיש ע""ש משפחת גולדרייך",,036407732
"הפקולטה למדעי הרוח ע""ש לסטר וסאלי אנטין",036409701,יחידות אקדמיות,מכון כץ לחקר הספרות העברית,,
"הפקולטה למדעי הרוח ע""ש לסטר וסאלי אנטין",036409701,יחידות אקדמיות,מרכז קיפ לחקר הספרות והתרבות העברית,,
"הפקולטה למדעי הרוח ע""ש לסטר וסאלי אנטין",036408383,יחידות אקדמיות,"מכון לחקר האנטישמיות והגזענות בנות זמננו  ע""ש סטפן רוט",,036408383
"הפקולטה למדעי הרוח ע""ש לסטר וסאלי אנטין",036408665,יחידות אקדמיות,"המכון לחקר העיתונות והתקשורת היהודית ע""ש אנדריאה וצ'רלס ברונפמן",6413404,6422318
"הפקולטה למדעי הרוח ע""ש לסטר וסאלי אנטין",036405013,יחידות אקדמיות,המכון ללימודי אמריקה הלטינית,,036406931
"הפקולטה למדעי הרוח ע""ש לסטר וסאלי אנטין",036406285,יחידות אקדמיות,מערכת כתב-העת EIAL,,036406931
"הפקולטה למדעי הרוח ע""ש לסטר וסאלי אנטין",036406367,יחידות אקדמיות,"מערכת כתב-העת ""זמנים""",,
"הפקולטה למדעי הרוח ע""ש לסטר וסאלי אנטין",036405187,יחידות אקדמיות,הפרויקט לחקר תרבויות הים התיכון,,
"הפקולטה למדעי הרוח ע""ש לסטר וסאלי אנטין",036407328,יחידות אקדמיות,מערכת כתב העת MHR,,
"הפקולטה למדעי הרוח ע""ש לסטר וסאלי אנטין",036406073,יחידות אקדמיות,מרכז קנטור לחקר יהדות אירופה בימינו,,036406034
"הפקולטה להנדסה ע""ש איבי ואלדר פליישמן",036408738,יחידות אקדמיות,לשכת הדקאן ,,036407221
"הפקולטה להנדסה ע""ש איבי ואלדר פליישמן",036408736,יחידות אקדמיות,ראש מנהל הפקולטה,6413019,036407221
"הפקולטה להנדסה ע""ש איבי ואלדר פליישמן",036406970,יחידות אקדמיות,עוזר ראש מינהל לענייני תלמידים ,,036406062
"הפקולטה להנדסה ע""ש איבי ואלדר פליישמן",036408960,יחידות אקדמיות,מזכירות כח אדם,036407046,036406036
"הפקולטה להנדסה ע""ש איבי ואלדר פליישמן",036408136,יחידות אקדמיות,תקציבנית,,
"הפקולטה להנדסה ע""ש איבי ואלדר פליישמן",036408120,יחידות אקדמיות,רכז משק,,
"הפקולטה להנדסה ע""ש איבי ואלדר פליישמן",036408121,יחידות אקדמיות,מנהל גוש,,
"הפקולטה להנדסה ע""ש איבי ואלדר פליישמן",036406868,יחידות אקדמיות,מזכירות סטודנטים תואר ראשון הנדסת חשמל,,036406062
"הפקולטה להנדסה ע""ש איבי ואלדר פליישמן",036409419,יחידות אקדמיות,מזכירות סטודנטים תואר ראשון - הנדסה מכנית,,036406062
"הפקולטה להנדסה ע""ש איבי ואלדר פליישמן",036408489,יחידות אקדמיות,מזכירות סטודנטים תואר ראשון - הנדסה ביו רפואית,,036406062
"הפקולטה להנדסה ע""ש איבי ואלדר פליישמן",036408489,יחידות אקדמיות,מזכירות סטודנטים תואר ראשון - הנדסת תעשיה וניהול,,036406062
"הפקולטה להנדסה ע""ש איבי ואלדר פליישמן",036406869,יחידות אקדמיות,מרכזת מזכירות תארים מתקדמים,,036406013
"הפקולטה להנדסה ע""ש איבי ואלדר פליישמן",036405791,יחידות אקדמיות,מזכירות סטודנטים תואר שני - הנדסת חשמל,,036406013
"הפקולטה להנדסה ע""ש איבי ואלדר פליישמן",036408372,יחידות אקדמיות,מזכירות סטודנטים תואר שני - הנדסה מכנית,,036406013
"הפקולטה להנדסה ע""ש איבי ואלדר פליישמן",036408372,יחידות אקדמיות,מזכירות סטודנטים תואר שני - הנדסה ביו רפואית,,036406013
"הפקולטה להנדסה ע""ש איבי ואלדר פליישמן",036408372,יחידות אקדמיות,מזכירות  סטודנטים תואר שני - הנדסת תעשיה,,036406013
"הפקולטה להנדסה ע""ש איבי ואלדר פליישמן",036409915,יחידות אקדמיות,מזכירות סטודנטים תואר שני - הנדסת חומרים וננו-טכנולוגיות,,
"הפקולטה להנדסה ע""ש איבי ואלדר פליישמן",036407329,יחידות אקדמיות,מזכירות סטודנטים תואר שלישי,,
"הפקולטה להנדסה ע""ש איבי ואלדר פליישמן",036405084,יחידות אקדמיות,מזכירות בחינות,,036405798
"הפקולטה להנדסה ע""ש איבי ואלדר פליישמן",036406420,יחידות אקדמיות,מערכת שעות,,
"הפקולטה להנדסה ע""ש איבי ואלדר פליישמן",036405133,יחידות אקדמיות,שירותי הדפסה,,036405798
"הפקולטה להנדסה ע""ש איבי ואלדר פליישמן",036406194,יחידות אקדמיות,"ביה""ס להנדסת חשמל",,
"הפקולטה להנדסה ע""ש איבי ואלדר פליישמן",036408765,יחידות אקדמיות,המחלקה להנדסת חשמל - אלקטרוניקה פיזיקלית,,6423508
"הפקולטה להנדסה ע""ש איבי ואלדר פליישמן",036408764,יחידות אקדמיות,המחלקה להנדסת חשמל - מערכות,,036407095
"הפקולטה להנדסה ע""ש איבי ואלדר פליישמן",036408930,יחידות אקדמיות,"ביה""ס להנדסה מכנית",,036407334
"הפקולטה להנדסה ע""ש איבי ואלדר פליישמן",,יחידות אקדמיות,"ביה""ס להנדסה מכנית ",,036407617
"הפקולטה להנדסה ע""ש איבי ואלדר פליישמן",036408658,יחידות אקדמיות,מכון אלה קודש למחקרים הנדסיים ופיסיקליים של הלב,,036405830
"הפקולטה להנדסה ע""ש איבי ואלדר פליישמן",036408123,יחידות אקדמיות,המחלקה להנדסה ביו - רפואית,,036407939
"הפקולטה להנדסה ע""ש איבי ואלדר פליישמן",036408389,יחידות אקדמיות,המחלקה להנדסת תעשיה,,036407669
"הפקולטה להנדסה ע""ש איבי ואלדר פליישמן",036409447,יחידות אקדמיות,שילובים –מועדון הבוגרים,,036406751
"הפקולטה למדעי החיים ע""ש גורג ס וויז",036409800,יחידות אקדמיות,לשכת דקאן,,036405146
"הפקולטה למדעי החיים ע""ש גורג ס וויז",036409800,יחידות אקדמיות,ראש מנהל הפקולטה,,036405146
"הפקולטה למדעי החיים ע""ש גורג ס וויז",036409802,יחידות אקדמיות,מזכירות סטודנטים,,036405976
"הפקולטה למדעי החיים ע""ש גורג ס וויז",036409830,יחידות אקדמיות,תקציבן מזכירות הפקולטה,,036405146
"הפקולטה למדעי החיים ע""ש גורג ס וויז",036409056,יחידות אקדמיות,גן מאיר סיגל למחקר זואולוגי,,036407202
"הפקולטה למדעי החיים ע""ש גורג ס וויז",036409399,יחידות אקדמיות,מוזיאון זואולוגי,,
"הפקולטה למדעי החיים ע""ש גורג ס וויז",036409910,יחידות אקדמיות,הגנים הבוטניים,,036409159
"הפקולטה למדעי החיים ע""ש גורג ס וויז",036409841,יחידות אקדמיות,המחלקה למדעי הצמח,,036409380
"הפקולטה למדעי החיים ע""ש גורג ס וויז",036409749,יחידות אקדמיות,המחלקה לביוכימיה,6414246,036406834
"הפקולטה למדעי החיים ע""ש גורג ס וויז",036409012,יחידות אקדמיות,המחלקה לזואולוגיה,,036409403
"הפקולטה למדעי החיים ע""ש גורג ס וויז",036409016,יחידות אקדמיות,המחלקה לחקר התא ואימונולוגיה,,6422046
"הפקולטה למדעי החיים ע""ש גורג ס וויז",,יחידות אקדמיות,מחלקה למיקרוביולוגיה מולקולרית,,
"הפקולטה למדעי החיים ע""ש גורג ס וויז",036409080,יחידות אקדמיות,ולביוטכנלוגיה,,036409407
"הפקולטה למדעי החיים ע""ש גורג ס וויז",036406372,יחידות אקדמיות,המחלקה לנוירוביולוגיה,,036407643
"הפקולטה למדעי החיים ע""ש גורג ס וויז",036409028,יחידות אקדמיות,המכון לחקר הדגנים,,036407857
"הפקולטה למדעי החיים ע""ש גורג ס וויז",,יחידות אקדמיות,,,
"הפקולטה למדעי החיים ע""ש גורג ס וויז",036406008,יחידות אקדמיות,"מנהל היחידה לצב""מ (ציוד בין מחלקתי)",,036406705
"הפקולטה למדעי החיים ע""ש גורג ס וויז",036406370,יחידות אקדמיות,"צב""מ - יחידת שרותי הרצף",,036406705
"הפקולטה למדעי החיים ע""ש גורג ס וויז",036406840,יחידות אקדמיות,יחידת הביואינפורמטיקה,,036405098
"הפקולטה למדעי החיים ע""ש גורג ס וויז",036409386,יחידות אקדמיות,יחידה לצילום,,036409403
"הפקולטה למדעי החיים ע""ש גורג ס וויז",036409115,יחידות אקדמיות,מעבדה להיברידומות,,
"הפקולטה למדעי החיים ע""ש גורג ס וויז",036407841,יחידות אקדמיות,מתאם מערכות מידע,,
"הפקולטה למדעי החיים ע""ש גורג ס וויז",,יחידות אקדמיות,,,
"הפקולטה למדעי החיים ע""ש גורג ס וויז",036406944,יחידות אקדמיות,היחידה למולטימדיה,,
"הפקולטה למדעי החיים ע""ש גורג ס וויז",,יחידות אקדמיות,המרכז לחקר הביולוגיה של הסרטן,,6422046
"הפקולטה למדעים מדויקים ע""ש ריימונד ובברלי סאקלר",036408268,יחידות אקדמיות,לשכת הדקאן,,036405728
"הפקולטה למדעים מדויקים ע""ש ריימונד ובברלי סאקלר",036408537,יחידות אקדמיות,ראש מנהל הפקולטה,,036405728
"הפקולטה למדעים מדויקים ע""ש ריימונד ובברלי סאקלר",036408182,יחידות אקדמיות,עוזר ראש מנהל הפקולטה לנושאי מנהל,,036409264
"הפקולטה למדעים מדויקים ע""ש ריימונד ובברלי סאקלר",036405245,יחידות אקדמיות,"מזכירות סטודנטים מתמטיקה , סטטיסטיקה וחקב""צ תואר ראשון",,036409264
